tiempo_inicio,tiempo_fin,user_id,tipo_solicitud,texto_solicitud,caracteristicas,demanda_predicha,servidor_asignado,tiempo_asignacion,tiempo_espera
2024-12-24 01:53:20,2024-12-24 01:53:23,user_intermedio_1,simple,Consulta sobre mi plan,"{""demanda_predicha"": 1.3210086822509766, ""longitud"": 22, ""tipo"": ""simple""}",1.3210086822509766,encolada,0.5651752948760986,2.9057257175445557
2024-12-24 01:53:25,2024-12-24 01:53:27,user_basico_2,simple,Duda sobre el servicio,"{""demanda_predicha"": 1.3210086822509766, ""longitud"": 22, ""tipo"": ""simple""}",1.3210086822509766,encolada,0.6797776222229004,2.5323188304901123
2024-12-24 01:53:25,2024-12-24 01:53:28,user_intermedio_2,simple,Consulta sobre mi plan,"{""demanda_predicha"": 1.3210086822509766, ""longitud"": 22, ""tipo"": ""simple""}",1.3210086822509766,encolada,0.6228892803192139,2.2993075847625732
2024-12-24 01:53:24,2024-12-24 01:53:28,user_avanzado_3,compleja,Análisis avanzado de datos,"{""demanda_predicha"": 3.2124698162078857, ""longitud"": 26, ""tipo"": ""compleja""}",3.2124698162078857,encolada,1.6672334671020508,4.337666988372803
2024-12-24 01:53:24,2024-12-24 01:53:29,user_avanzado_2,codigo,Depuración de código,"{""demanda_predicha"": 4.321068286895752, ""longitud"": 20, ""tipo"": ""codigo""}",4.321068286895752,encolada,2.175065040588379,5.442790985107422
2024-12-24 01:53:29,2024-12-24 01:53:32,user_avanzado_2,codigo,Integración de API avanzada,"{""demanda_predicha"": 1.312740445137024, ""longitud"": 27, ""tipo"": ""simple""}",1.312740445137024,encolada,0.6681115627288818,2.445021629333496
2024-12-24 01:53:29,2024-12-24 01:53:32,user_intermedio_1,simple,Consulta sobre mi plan,"{""demanda_predicha"": 1.3210086822509766, ""longitud"": 22, ""tipo"": ""simple""}",1.3210086822509766,encolada,0.6938869953155518,2.402994155883789
2024-12-24 01:53:30,2024-12-24 01:53:33,user_avanzado_2,compleja,Predicciones de mercado,"{""demanda_predicha"": 1.3193550109863281, ""longitud"": 23, ""tipo"": ""simple""}",1.3193550109863281,encolada,0.791234016418457,2.6215713024139404
2024-12-24 01:53:32,2024-12-24 01:53:34,user_basico_3,simple,Duda sobre el servicio,"{""demanda_predicha"": 1.3210086822509766, ""longitud"": 22, ""tipo"": ""simple""}",1.3210086822509766,encolada,0.5488648414611816,2.227482795715332
2024-12-24 01:53:34,2024-12-24 01:53:37,user_avanzado_2,compleja,Informe de rendimiento personalizado,"{""demanda_predicha"": 1.3128812313079834, ""longitud"": 36, ""tipo"": ""simple""}",1.3128812313079834,encolada,0.7775657176971436,2.5942111015319824
2024-12-24 01:53:34,2024-12-24 01:53:37,user_intermedio_3,codigo,Ejecución de script simple,"{""demanda_predicha"": 1.3143941164016724, ""longitud"": 26, ""tipo"": ""simple""}",1.3143941164016724,encolada,0.6517195701599121,2.935335159301758
2024-12-24 01:53:33,2024-12-24 01:53:38,user_avanzado_1,codigo,Depuración de código,"{""demanda_predicha"": 4.321068286895752, ""longitud"": 20, ""tipo"": ""codigo""}",4.321068286895752,encolada,2.273265838623047,5.530383348464966
2024-12-24 01:53:37,2024-12-24 01:53:40,user_basico_3,simple,Consulta general,"{""demanda_predicha"": 1.3309229612350464, ""longitud"": 16, ""tipo"": ""simple""}",1.3309229612350464,encolada,0.685352087020874,2.7806122303009033
